RK,Pick,YEAR,HEIGHT,PLAYER,TEAM,CONF,POS,Role,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,D-Rtg,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,Dunks,Close 2,Far 2,FT,2P,3PR,3P/100,3P
359,-,So,6-9,Akira Jacobs,Hawaii,BW,Stretch 4,25.8,0.6,1.2,-2.2,-0.8,-1.4,101.7,109.2,19.2,52.4,56.0,4.5,12.3,5.8,19.5,0.4,0.6,0.6,26.6,4.0,1-2,0.500,0.680,0.154,0.776,0.571,11.5,42-126,0.333
360,-,So,6-7,Negus Webster-Chan,Hawaii,BW,Wing G,48.5,0.6,2.1,1.1,0.9,0.2,98.0,99.8,15.3,48.6,48.5,4.6,12.1,9.8,20.3,1.0,0.5,1.8,14.5,2.2,1-1,1.000,0.488,0.231,0.630,0.339,9.4,80-212,0.377
361,-,Jr,6-10,Cade Pendleton,UC San Diego,BW,Wing F,3.7,0.6,0.5,5.4,4.5,0.9,126.9,99.2,19.1,65.2,83.9,3.8,12.8,8.6,12.0,1.2,3.7,1.9,6.3,4.2,0-1,0.000,0.500,0.000,1.000,0.500,18.1,13-29,0.448
362,-,Sr,6-9,J'Raan Brooks,UC San Diego,BW,Stretch 4,22.9,0.6,1.3,-3.0,-2.5,-0.5,101.0,106.9,16.7,55.1,57.3,5.5,15.3,7.9,20.7,0.7,1.0,1.0,25.1,5.9,2-2,1.000,0.699,0.395,0.582,0.553,5.5,38-104,0.365
363,-,So,6-0,James Douglas,Cal St. Fullerton,BW,Wing G,51.6,0.6,1.2,-2.9,-1.0,-2.0,91.9,112.0,20.2,47.5,50.7,2.3,9.6,16.5,23.0,1.0,0.1,2.4,23.8,2.2,6-7,0.857,0.566,0.327,0.747,0.430,7.6,54-152,0.355
364,-,Sr,6-10,Sam Beeler,UC Santa Barbara,BW,C,30.5,0.6,1.4,-1.9,-3.0,1.1,100.7,99.8,15.8,60.8,59.2,8.7,17.1,4.1,21.9,0.4,5.7,0.8,50.5,6.6,26-29,0.897,0.722,0.325,0.460,0.608,0.0,0-0,0.000
365,-,Jr,6-6,Zach Harvey,UC Santa Barbara,BW,Wing G,12.3,0.6,1.1,-0.7,-1.7,1.0,96.4,99.2,15.7,52.0,56.5,1.8,6.7,11.3,20.2,1.1,0.7,1.8,46.6,4.9,1-1,1.000,0.632,0.158,0.581,0.474,5.3,16-41,0.390
366,-,Sr,6-5,Brandon Cyrus,UC Santa Barbara,BW,Wing G,57.0,0.6,2.2,-0.9,-1.3,0.4,99.7,102.8,14.8,43.5,47.8,7.0,10.0,8.7,16.4,1.3,1.0,1.6,29.8,3.4,9-9,1.000,0.527,0.361,0.696,0.446,3.5,45-166,0.271
367,-,Sr,6-7,Jarriesse Blackmon,UC Santa Barbara,BW,Wing F,26.3,0.6,1.4,-0.2,-1.5,1.2,105.4,103.2,14.5,48.6,48.5,9.5,15.1,8.4,15.3,1.2,4.5,1.5,40.6,4.8,13-13,1.000,0.588,0.402,0.535,0.487,0.9,6-19,0.316
368,-,Sr,6-9,Niko Rocak,UC Davis,BW,PF/C,42.9,0.6,2.4,0.1,-2.2,2.3,105.5,98.8,14.5,55.1,57.8,11.1,17.7,8.9,23.8,0.8,6.8,2.0,73.8,5.3,20-21,0.952,0.614,0.227,0.620,0.571,1.3,11-37,0.297
369,-,Sr,6-9,Elston Jones,UC Irvine,BW,C,36.1,0.6,1.9,0.1,-1.9,2.1,100.2,95.2,17.9,51.1,50.7,12.7,20.6,8.2,20.2,0.8,6.4,1.2,39.1,6.3,8-11,0.727,0.592,0.397,0.475,0.511,0.0,0-0,0.000
370,-,Sr,7-0,Davis Rozitis,Hawaii,BW,C,17.8,0.6,0.9,0.6,-1.5,2.1,112.0,99.6,14.3,59.3,60.2,10.0,21.0,4.4,19.0,0.6,7.2,1.2,46.8,7.5,12-19,0.632,0.743,0.472,0.610,0.593,0.0,0-0,0.000
371,-,Sr,6-3,Siler Schneider,UC Davis,BW,Combo G,65.1,0.6,2.6,-2.8,-2.5,-0.3,88.1,103.1,25.5,46.0,48.8,2.0,11.3,17.1,21.5,0.8,0.5,1.8,24.4,3.8,0-0,0.000,0.532,0.391,0.711,0.451,7.4,135-425,0.318
372,-,Fr,6-9,Andrew Nagy,Long Beach St.,BW,Wing F,32.9,0.6,0.8,-3.1,-1.4,-1.6,114.0,118.9,10.7,65.2,66.8,6.0,8.6,4.2,22.7,0.6,1.4,0.9,26.8,3.5,1-1,1.000,0.667,0.583,0.733,0.639,3.0,9-20,0.450
373,-,Fr,6-2,Aaron Hunkin-Claytor,Hawaii,BW,Scoring PG,38.7,0.6,1.6,1.2,-0.6,1.8,106.3,106.1,15.5,45.8,50.0,2.0,13.0,25.4,19.7,2.6,0.9,2.3,45.8,2.4,0-0,0.000,0.514,0.286,0.711,0.413,2.7,8-20,0.400
374,-,Sr,6-5,Cameron Wilbon,Cal St. Bakersfield,BW,Wing G,46.8,0.5,1.5,-3.4,-1.9,-1.5,95.2,109.5,19.6,46.8,48.6,6.8,11.8,10.1,18.5,0.8,1.4,1.5,29.7,3.2,30-35,0.857,0.564,0.395,0.621,0.474,2.8,37-126,0.294
375,-,Sr,6-0,Eric Childress,UC Santa Barbara,BW,Scoring PG,60.7,0.5,2.4,0.1,-1.5,1.6,95.6,102.6,17.9,47.0,50.5,2.8,10.6,25.8,26.6,1.7,0.4,3.0,32.2,3.4,2-3,0.667,0.516,0.320,0.726,0.421,5.1,90-249,0.361
376,-,Sr,6-4,Kane Milling,UC Davis,BW,Wing G,58.0,0.5,2.3,-0.7,-1.0,0.3,100.9,103.5,14.1,48.4,51.9,2.5,11.9,9.3,16.9,1.2,0.8,1.6,25.8,2.4,3-3,1.000,0.556,0.381,0.734,0.454,6.8,136-401,0.339
377,-,Fr,6-10,Jack Whitbourn,UC Riverside,BW,PF/C,28.5,0.5,1.1,-0.7,-0.4,-0.3,111.4,106.9,14.0,50.0,54.1,10.3,25.4,6.7,15.9,0.8,1.9,0.5,42.2,3.6,0-0,0.000,0.513,0.429,0.630,0.491,1.9,4-11,0.364
378,-,Sr,6-4,Chris O'Brien,Cal Poly,BW,Combo G,53.9,0.5,1.8,-1.6,-1.5,-0.1,99.7,104.5,15.8,44.3,49.2,5.8,10.0,14.5,20.0,1.4,1.6,1.7,39.0,4.4,4-5,0.800,0.511,0.250,0.733,0.394,5.1,51-149,0.342
379,-,Sr,6-4,Rudy Meo,UC Riverside,BW,Combo G,19.0,0.5,0.9,-0.3,0.6,-1.0,100.5,103.3,22.9,55.0,58.8,1.4,12.1,14.7,25.0,0.7,0.3,1.4,32.5,3.8,0-0,0.000,0.600,0.375,0.791,0.462,11.8,32-79,0.405
380,-,Sr,6-10,Alex Hart,UC Santa Barbara,BW,C,20.1,0.5,1.4,-3.1,-2.0,-1.1,96.0,105.4,19.7,47.2,51.3,10.7,18.3,5.5,17.1,0.5,3.4,0.9,42.5,4.6,5-8,0.625,0.607,0.369,0.563,0.489,2.8,12-46,0.261
381,-,So,6-4,Jaden Alexander,Cal St. Bakersfield,BW,Wing G,25.4,0.5,0.8,-4.2,-1.4,-2.8,102.5,115.0,17.3,39.4,54.7,8.8,8.5,6.0,12.2,0.9,0.7,1.2,44.1,3.8,2-2,1.000,0.451,0.250,0.746,0.394,3.5,10-38,0.263
382,-,Sr,6-9,Zachary Visentin,Cal St. Fullerton,BW,C,18.2,0.5,0.6,-4.4,-3.4,-1.0,99.2,113.0,20.2,49.0,58.7,10.1,10.0,6.7,22.9,0.4,2.5,0.8,57.8,6.2,5-6,0.833,0.538,0.362,0.770,0.495,0.4,1-5,0.200
383,-,Sr,6-1,Quincy Smith,Hawaii,BW,Combo G,49.5,0.5,2.3,0.3,-2.0,2.3,96.2,97.7,18.2,47.6,50.9,2.8,9.6,17.7,21.3,1.4,0.6,3.6,60.5,4.1,10-12,0.833,0.583,0.333,0.562,0.480,2.7,28-91,0.308
384,-,Jr,6-4,Brandon Jawato,Hawaii,BW,Scoring PG,14.2,0.5,1.0,-1.9,-1.1,-0.7,102.2,107.5,14.9,53.8,54.1,0.9,5.3,5.3,17.4,0.6,0.2,2.1,15.0,3.9,0-0,0.000,0.700,0.190,0.500,0.344,12.3,44-111,0.396
385,-,Sr,6-0,Jordan Weiner,UC Santa Barbara,BW,Scoring PG,28.3,0.5,1.5,1.9,-0.2,2.2,105.8,98.6,14.4,54.3,56.2,1.6,6.8,13.6,19.0,1.5,0.6,3.7,19.3,4.1,0-0,0.000,0.750,0.250,0.750,0.434,11.0,95-252,0.377
386,-,Sr,6-7,Festus Ndumanya,Cal St. Northridge,BW,PF/C,22.6,0.5,0.9,-5.0,-3.7,-1.4,101.6,108.3,17.2,53.2,56.3,8.7,17.7,5.0,21.3,0.4,2.8,1.0,40.7,7.0,31-33,0.939,0.630,0.337,0.685,0.536,0.1,0-2,0.000
387,-,Sr,6-5,Larry Gurganious,UC Riverside,BW,Wing F,44.4,0.5,2.2,-0.1,-0.4,0.3,92.5,99.0,20.9,46.2,49.9,12.8,13.9,14.6,26.9,0.7,1.6,2.1,64.2,3.3,8-8,1.000,0.554,0.283,0.586,0.472,0.5,1-8,0.125
388,-,Jr,6-2,Derrick Strings,UC Irvine,BW,Wing G,25.2,0.5,0.7,-2.5,0.2,-2.7,99.1,111.6,18.7,48.8,50.9,2.1,9.5,9.2,14.0,1.0,0.6,0.7,12.2,3.4,1-1,1.000,0.455,0.353,0.833,0.371,11.6,68-181,0.376
389,-,Sr,6-5,Matthue Cotton,Hawaii,BW,Wing G,33.0,0.5,1.8,-1.1,-0.8,-0.3,96.6,101.1,17.7,44.9,46.2,3.2,12.8,8.1,10.5,1.4,0.7,1.4,15.5,2.4,16-18,0.889,0.531,0.320,0.675,0.426,11.2,100-324,0.309
390,-,Sr,6-7,Kennedy Koehler,UC Davis,BW,Stretch 4,52.6,0.5,1.8,-2.8,-2.6,-0.3,97.1,105.4,17.6,44.7,51.8,7.6,17.1,11.3,19.6,1.0,2.1,1.5,42.6,5.7,0-0,0.000,0.529,0.328,0.700,0.452,3.6,19-66,0.288
391,-,So,6-3,Cameron Ba,UC Davis,BW,Scoring PG,27.1,0.5,1.5,-1.3,-0.5,-0.8,113.4,108.1,10.9,51.7,51.4,1.8,10.6,3.7,6.9,1.8,0.7,0.7,25.8,2.6,0-0,0.000,0.500,0.417,0.739,0.450,8.7,25-70,0.357
392,-,Sr,6-2,Elijah Hardy,Cal St. Northridge,BW,Combo G,30.6,0.5,1.8,-2.1,-1.7,-0.4,82.9,102.9,24.8,41.1,44.1,2.2,13.2,20.4,21.7,1.1,0.1,3.2,18.4,2.6,0-0,0.000,0.462,0.393,0.680,0.411,8.4,57-208,0.274
393,-,Sr,6-5,Niyi Olabode,UC Riverside,BW,Wing F,16.8,0.5,1.4,-0.4,-0.8,0.3,107.9,107.5,12.1,49.1,50.4,6.6,16.4,6.4,15.0,1.3,0.6,1.9,20.6,3.0,2-2,1.000,0.643,0.219,0.656,0.459,6.0,30-87,0.345
394,-,Sr,6-5,Ryan Howley,UC Davis,BW,PF/C,46.6,0.5,1.5,-1.8,-0.8,-1.1,102.4,107.3,13.6,54.1,54.3,6.9,18.0,9.4,19.8,1.0,1.2,1.4,23.2,3.4,14-16,0.875,0.674,0.351,0.532,0.580,4.0,48-152,0.316
395,-,Jr,6-8,Brandon Johnson,Long Beach St.,BW,null,34.1,0.5,0.6,-2.7,-1.0,-1.7,102.7,113.6,16.4,51.4,52.1,6.7,7.7,12.0,14.8,1.2,0.0,1.6,13.5,4.0,0-0,0.000,0.000,0.000,0.600,0.525,4.4,10-31,0.323
396,-,Sr,6-10,Amari Stroud,Long Beach St.,BW,PF/C,28.6,0.5,1.2,-2.3,-2.5,0.2,101.8,105.2,16.9,51.6,56.0,8.3,14.7,5.8,18.3,0.6,2.8,1.8,31.1,6.5,15-15,1.000,0.660,0.348,0.612,0.518,1.2,6-18,0.333
397,-,Sr,6-4,Chris Harriel,UC Riverside,BW,Wing G,51.9,0.5,1.6,-3.1,-1.7,-1.5,89.4,108.5,22.0,41.4,44.8,5.2,11.3,11.3,17.2,0.8,1.4,2.4,37.2,3.7,21-24,0.875,0.567,0.269,0.620,0.403,8.6,99-348,0.284
398,-,Jr,6-4,Chris Rhymes,Cal St. Fullerton,BW,null,28.6,0.5,0.9,-3.3,-1.3,-2.0,97.5,106.9,19.6,45.0,49.6,5.6,11.6,8.7,18.2,0.7,1.1,1.8,41.6,4.4,0-0,0.000,0.000,0.000,0.690,0.446,5.8,11-36,0.306
399,-,Sr,6-5,Malek Harwell,Cal Poly,BW,Wing G,16.4,0.5,1.0,-4.4,-3.2,-1.2,97.1,108.0,17.7,40.3,53.8,2.3,10.6,7.6,16.7,0.9,0.4,1.5,59.5,5.3,0-0,0.000,0.371,0.300,0.809,0.348,7.1,31-103,0.301
400,-,So,6-7,Tobias Rotegaard,Long Beach St.,BW,Wing G,19.1,0.5,0.8,-1.9,-0.7,-1.3,105.4,109.2,13.3,52.3,53.7,2.6,8.5,7.5,16.3,1.1,0.6,0.6,15.6,3.3,1-1,1.000,0.500,0.250,0.593,0.325,10.0,51-131,0.389
401,-,Sr,5-10,Nick Gruninger,UC Riverside,BW,Pure PG,54.4,0.5,1.7,-2.1,-2.2,0.0,98.0,106.2,17.4,44.5,51.8,1.0,10.2,27.0,23.8,1.9,0.0,2.5,31.4,3.7,0-0,0.000,0.524,0.347,0.875,0.415,5.7,39-121,0.322
402,-,Sr,6-6,Trevon Taylor,Cal Poly,BW,Wing F,65.6,0.5,2.2,-2.7,-2.3,-0.4,95.6,105.2,16.8,50.9,54.8,4.3,13.4,6.8,21.8,0.5,1.2,1.1,43.2,3.7,17-18,0.944,0.578,0.369,0.746,0.511,4.0,75-223,0.336
403,-,Sr,6-9,Nedim Pajevic,UC Santa Barbara,BW,null,44.5,0.5,2.0,-1.4,-2.8,1.3,95.5,95.6,19.6,46.1,52.1,7.7,16.8,18.6,24.2,1.2,2.2,1.8,25.5,4.6,0-0,0.000,0.000,0.000,0.806,0.500,1.8,2-17,0.118
404,-,Sr,6-9,Max Murrell,UC Santa Barbara,BW,Stretch 4,27.1,0.5,1.3,0.6,-0.6,1.2,102.1,102.4,14.8,49.7,53.1,3.3,10.5,7.2,17.6,0.9,5.1,1.3,20.8,3.8,24-28,0.857,0.577,0.410,0.829,0.504,9.0,83-252,0.329
405,-,Sr,6-9,Ari Feldman,Cal St. Northridge,BW,Wing F,31.2,0.5,0.7,-2.5,-1.3,-1.2,107.5,112.9,13.0,49.3,52.1,5.7,7.3,6.1,13.7,0.9,2.7,1.8,21.9,5.8,0-0,0.000,0.400,0.357,0.750,0.404,3.8,10-21,0.476
406,-,Sr,6-7,Kuba Niziol,Cal Poly,BW,Stretch 4,34.4,0.5,0.9,-3.0,-0.6,-2.5,95.3,114.8,20.3,45.6,49.3,2.6,15.6,8.5,13.5,1.1,2.2,0.8,18.9,3.2,4-5,0.800,0.540,0.311,0.759,0.414,14.7,98-312,0.314
407,-,Sr,6-6,Kenneth Alexander,Cal St. Fullerton,BW,null,26.1,0.4,1.0,-2.1,-1.9,-0.2,109.3,101.0,13.6,49.3,54.9,10.2,13.0,1.9,14.3,0.3,1.9,2.3,34.7,5.8,0-0,0.000,0.000,0.000,0.680,0.493,0.5,1-3,0.333
408,-,Sr,6-6,Dylan Thoerner,UC Irvine,BW,Wing G,25.1,0.4,1.0,-1.6,-1.4,-0.2,105.9,103.8,17.1,45.5,53.7,1.4,7.2,3.9,12.8,0.8,0.9,1.2,35.0,3.8,0-0,0.000,0.455,0.250,0.914,0.348,12.9,25-77,0.325
409,-,Sr,6-1,Kaden Rasheed,UC San Diego,BW,Combo G,27.6,0.4,0.9,-3.0,-1.3,-1.7,106.0,111.0,12.5,56.6,56.5,1.2,11.3,13.8,17.4,1.8,0.2,1.6,17.6,2.8,0-0,0.000,0.692,0.133,0.688,0.393,7.2,27-63,0.429
410,-,So,6-10,Akiva McBirney-Griffin,UC Irvine,BW,PF/C,14.5,0.4,0.8,-0.3,-3.0,2.7,112.7,97.5,14.4,65.7,69.8,6.9,17.2,8.9,21.5,0.9,3.7,1.4,54.3,8.8,1-1,1.000,0.719,0.000,0.579,0.676,0.3,0-1,0.000
411,-,Sr,6-9,Ami Lakoju,UC Santa Barbara,BW,C,12.1,0.4,1.0,-4.7,-4.3,-0.4,98.2,102.8,18.4,56.0,64.8,13.5,17.5,2.7,22.1,0.2,5.9,0.6,40.8,8.0,12-12,1.000,0.673,0.391,0.478,0.560,0.0,0-0,0.000
412,-,Sr,6-5,Michael Bolden,Cal Poly,BW,Wing G,40.1,0.4,1.7,0.1,-0.8,0.9,104.7,104.4,12.1,45.9,47.2,3.4,7.6,7.0,9.8,1.9,1.2,1.9,14.5,2.5,4-4,1.000,0.526,0.286,0.667,0.370,9.1,43-130,0.331
413,-,Jr,6-6,Eddie Scott,Long Beach St.,BW,Wing F,15.1,0.4,1.2,-3.2,-2.9,-0.3,97.1,101.6,14.7,52.4,57.9,4.8,14.5,7.2,21.2,0.8,0.2,1.3,37.9,4.0,17-17,1.000,0.800,0.231,0.554,0.617,4.9,18-66,0.273
414,-,Sr,6-3,Sheriff Drammeh,Hawaii,BW,Wing G,53.2,0.4,2.4,-2.4,-2.9,0.5,95.1,103.2,17.5,44.1,49.3,1.8,10.7,13.7,18.1,1.3,0.4,1.7,38.3,4.0,3-3,1.000,0.531,0.299,0.737,0.401,7.4,106-332,0.319
415,-,Sr,6-2,Czar Perry,Cal St. Bakersfield,BW,Scoring PG,52.7,0.4,2.1,-3.8,-3.2,-0.6,93.7,106.4,19.0,43.2,46.4,1.8,9.5,24.0,23.7,2.0,0.5,2.1,27.7,3.2,4-5,0.800,0.547,0.359,0.680,0.446,1.4,9-44,0.205
416,-,Sr,6-8,Casey Neimeyer,Pacific,BW,null,20.7,0.4,0.7,-3.3,-2.2,-1.1,103.4,105.0,17.0,52.2,54.7,6.0,13.4,5.1,15.5,0.6,0.4,1.0,25.8,6.0,0-0,0.000,0.000,0.000,0.639,0.500,6.0,19-51,0.373
417,-,Sr,6-0,Markus Duran,Pacific,BW,Combo G,41.1,0.4,1.2,-1.3,-0.1,-1.2,106.5,110.8,13.6,54.1,55.9,1.3,6.4,9.9,15.7,1.5,0.3,1.0,15.6,2.4,0-0,0.000,0.714,0.455,0.765,0.556,12.5,72-200,0.360
418,-,Sr,6-4,Cornel Williams,Long Beach St.,BW,null,48.3,0.4,1.2,-3.1,-1.2,-1.9,99.6,108.7,16.7,50.3,51.1,7.0,14.4,8.3,16.9,1.0,0.7,1.4,17.6,4.4,0-0,0.000,0.000,0.000,0.574,0.481,7.7,54-154,0.351
419,-,Sr,6-3,Jordan Griffin,Long Beach St.,BW,Wing G,23.5,0.4,0.6,-1.1,0.9,-2.0,101.7,112.5,16.3,49.1,53.4,1.5,7.7,5.5,12.3,0.8,0.4,1.1,10.9,1.1,1-1,1.000,0.576,0.404,0.786,0.451,12.4,96-283,0.339
420,-,So,6-2,Edon Maxhuni,Long Beach St.,BW,Combo G,39.4,0.4,1.0,-3.9,-1.4,-2.6,94.3,112.9,20.1,47.1,54.1,1.5,6.6,11.3,21.3,0.8,0.0,1.0,17.8,3.1,0-0,0.000,0.457,0.315,0.906,0.353,9.8,73-190,0.384
421,-,Jr,6-3,Jerron Wilbut,Cal St. Northridge,BW,Wing G,21.4,0.4,0.9,-5.6,-2.3,-3.3,84.2,112.4,27.6,44.5,47.6,3.4,8.2,10.5,20.1,0.5,0.6,1.7,24.1,5.8,4-4,1.000,0.547,0.426,0.673,0.481,13.2,33-120,0.275
422,-,So,6-8,Rakim Lubin,Cal St. Northridge,BW,C,20.5,0.4,1.0,-8.4,-5.8,-2.7,90.6,108.8,22.6,52.4,54.9,11.1,17.7,2.6,26.6,0.2,2.3,0.4,65.6,8.7,4-5,0.800,0.590,0.368,0.598,0.528,0.1,0-1,0.000
423,-,Jr,6-4,Ben Shtolzberg,UC Santa Barbara,BW,Combo G,18.9,0.4,0.9,-2.0,-2.0,0.0,108.1,107.5,15.1,46.5,59.3,1.7,12.9,17.1,21.5,1.9,0.6,1.6,56.2,2.8,0-0,0.000,0.583,0.475,0.899,0.526,4.1,13-52,0.250
424,-,Jr,6-8,Clint Bozner,UC Davis,BW,C,25.7,0.4,0.6,-7.2,-5.1,-2.1,94.6,114.7,20.1,54.1,55.8,10.6,12.0,5.6,26.1,0.3,2.5,1.3,54.8,7.4,10-12,0.833,0.606,0.364,0.589,0.545,0.1,0-1,0.000
425,-,Sr,6-2,Tyler Beard,Cal St. Northridge,BW,Scoring PG,41.5,0.4,1.3,-2.6,-1.4,-1.2,93.3,109.9,19.1,45.5,50.3,1.8,12.6,22.3,22.1,1.7,0.5,1.5,26.5,2.3,1-1,1.000,0.514,0.313,0.733,0.419,5.4,69-200,0.345
426,-,Sr,6-10,Tuukka Jaakkola,Cal Poly,BW,C,35.2,0.4,1.0,-4.8,-3.7,-1.1,95.3,110.4,18.5,50.4,53.0,7.3,12.5,6.0,19.8,0.5,3.9,0.9,49.7,5.6,47-55,0.855,0.590,0.382,0.576,0.505,0.0,0-1,0.000
427,-,So,6-5,Harrison Dupont,UC Davis,BW,Wing G,50.0,0.4,1.5,-4.6,-2.5,-2.1,89.3,107.3,24.2,44.5,47.7,6.9,14.9,11.1,21.2,0.5,1.8,1.1,44.6,3.4,2-2,1.000,0.549,0.359,0.596,0.431,3.2,20-58,0.345
428,-,Sr,6-2,Nate Garth,UC Santa Barbara,BW,Pure PG,37.5,0.4,1.4,-2.1,-1.4,-0.7,93.0,102.0,18.7,41.0,45.9,1.7,7.3,29.3,26.9,1.9,0.3,1.7,40.4,3.0,0-0,0.000,0.432,0.218,0.679,0.367,5.9,58-190,0.305
429,-,Sr,6-7,Joel Awich,Cal Poly,BW,Stretch 4,45.3,0.4,2.1,-2.0,-2.4,0.4,93.7,102.4,18.9,43.6,47.8,6.1,16.8,6.4,18.1,0.6,5.5,1.3,26.5,4.3,26-30,0.867,0.576,0.366,0.740,0.433,5.5,54-183,0.295
430,-,So,6-4,Justin Rochelin,UC San Diego,BW,Wing G,25.7,0.4,1.8,-1.9,-3.2,1.4,98.2,98.8,16.2,49.6,54.8,4.7,14.4,6.7,18.5,0.8,1.3,2.6,22.9,6.4,14-16,0.875,0.586,0.360,0.750,0.518,9.0,47-146,0.322
431,-,Sr,6-7,Luke Turner,UC Riverside,BW,Wing G,24.0,0.4,1.0,-1.3,-0.4,-0.9,105.8,107.8,12.3,46.9,54.0,4.8,12.4,7.3,13.2,1.7,0.2,0.9,10.4,1.9,0-0,0.000,0.500,0.292,0.679,0.424,9.3,63-195,0.323
432,-,Sr,6-6,Fidelis Okereke,Cal St. Bakersfield,BW,PF/C,45.1,0.4,1.6,-3.4,-3.5,0.0,97.2,106.5,17.1,50.2,54.1,10.3,16.8,5.9,23.7,0.4,5.2,2.2,61.0,6.2,38-49,0.776,0.569,0.315,0.616,0.504,0.0,0-2,0.000
433,-,Sr,6-6,Moses Morgan,Cal St. Fullerton,BW,Wing G,44.2,0.4,1.3,-2.0,0.0,-2.0,89.3,108.1,20.9,43.8,46.0,3.6,9.2,8.3,17.1,0.7,1.5,1.4,17.0,3.3,0-0,0.000,0.515,0.324,0.685,0.364,11.9,150-457,0.328
434,-,Sr,6-3,Chance Murray,UC Riverside,BW,Combo G,41.3,0.4,2.7,-0.7,-1.4,0.6,89.4,101.2,22.7,40.7,45.0,2.0,15.9,22.2,18.5,1.5,0.9,2.3,38.0,2.6,5-8,0.625,0.461,0.317,0.671,0.398,6.4,66-234,0.282
435,-,Sr,6-8,Bryson Hampton,UC Riverside,BW,C,26.9,0.4,1.4,-2.6,-2.2,-0.4,105.8,103.7,12.0,49.1,50.4,10.8,13.3,2.5,15.1,0.9,4.9,0.8,19.8,4.6,2-3,0.667,0.548,0.462,0.619,0.491,0.0,0-0,0.000
436,-,Sr,6-4,Brandon Dowdy,UC Riverside,BW,Combo G,48.2,0.4,1.8,-0.3,-1.0,0.7,96.7,101.6,16.5,45.0,46.3,1.9,10.2,9.5,13.4,1.3,0.6,2.6,11.0,2.2,0-0,0.000,0.556,0.417,0.676,0.400,10.6,58-179,0.324
437,-,So,6-9,Derrick Michael Xzavierro,Long Beach St.,BW,PF/C,22.0,0.4,1.6,-2.7,-2.0,-0.7,102.9,109.1,15.1,46.3,55.4,13.5,22.5,5.1,17.5,0.6,5.8,1.1,39.7,5.2,8-8,1.000,0.554,0.333,0.636,0.506,2.5,5-24,0.208
438,-,Fr,6-4,Kam Martin,Long Beach St.,BW,Combo G,66.0,0.4,1.4,-4.6,-2.4,-2.2,97.3,118.5,17.3,47.9,55.7,1.3,5.9,11.3,20.7,1.0,0.6,1.8,35.8,2.8,0-2,0.000,0.459,0.404,0.791,0.426,7.1,33-93,0.355
439,-,Fr,6-10,Oliver Hayes-Brown,UC Riverside,BW,PF/C,25.8,0.4,1.4,-2.2,-3.2,1.1,96.2,91.3,19.6,43.0,45.7,11.2,24.7,8.9,16.0,0.9,5.2,0.8,43.9,5.4,3-3,1.000,0.618,0.200,0.560,0.523,3.4,1-13,0.077
440,-,Jr,6-6,Justin Hemsley,Hawaii,BW,Stretch 4,19.7,0.4,1.2,-3.2,-3.1,-0.1,96.0,100.3,19.7,48.9,53.9,6.9,17.9,6.6,20.7,0.5,1.5,1.2,34.7,5.9,8-10,0.800,0.679,0.351,0.705,0.509,6.2,21-69,0.304
441,-,Jr,6-6,Jake Kosakowski,UC San Diego,BW,Wing G,35.8,0.4,1.0,-1.4,1.0,-2.4,100.6,114.0,15.6,58.3,61.7,0.8,8.5,6.3,15.1,0.8,0.3,0.7,6.4,2.8,0-1,0.000,0.800,0.364,0.810,0.571,14.8,107-275,0.389
442,-,So,6-6,Kyle Colvin,Cal Poly,BW,Wing G,42.5,0.4,1.4,-2.2,-0.8,-1.4,93.9,108.5,17.5,45.5,53.8,3.6,15.1,4.2,17.3,0.4,0.2,0.9,33.0,2.2,0-0,0.000,0.441,0.368,0.790,0.403,6.7,39-112,0.348
443,-,Jr,6-10,Edgar Garibay,Long Beach St.,BW,C,12.0,0.3,1.3,-2.0,-2.1,0.1,95.3,102.8,16.2,42.1,46.9,9.0,14.1,6.9,20.1,0.7,4.0,1.5,37.9,5.1,3-5,0.600,0.571,0.329,0.706,0.421,0.0,0-0,0.000
444,-,Sr,6-5,Ryan Rapp,Hawaii,BW,Wing G,26.5,0.3,1.8,-1.2,-1.6,0.4,97.6,103.6,15.9,46.2,50.5,3.3,12.9,14.0,21.2,1.3,0.7,1.0,29.0,3.2,0-0,0.000,0.543,0.429,0.761,0.486,6.5,55-188,0.293
445,-,Sr,6-5,Mark Crowe,Cal Poly,BW,Combo G,53.7,0.3,1.5,-2.0,-1.4,-0.6,97.6,111.0,13.7,52.4,54.5,2.7,11.9,8.2,18.2,1.1,1.5,2.1,16.8,3.7,4-5,0.800,0.506,0.393,0.591,0.460,9.0,138-378,0.365
446,-,Jr,5-10,Camren Pierce,Cal Poly,BW,Scoring PG,46.4,0.3,1.8,-4.9,-3.8,-1.1,86.3,105.8,23.2,39.4,45.3,1.7,13.4,30.0,24.6,1.4,0.2,1.7,36.6,4.3,0-0,0.000,0.519,0.317,0.810,0.396,4.0,27-105,0.257
447,-,Jr,6-2,Koh Flippin,UC Riverside,BW,Scoring PG,20.6,0.3,1.2,2.0,-0.8,2.8,103.0,101.6,15.9,46.6,53.2,3.3,9.6,16.3,14.0,2.0,1.2,4.0,30.1,4.4,0-0,0.000,0.583,0.200,0.722,0.364,10.0,29-86,0.337
